Powermeter serial number; P0013475
Sensor serial number; 200922128
Sensor Type; Photodiode
Wavelength(nm); 640

Date (MM/dd/yyyy) ; Time of day (hh:mm:ss.fff); Power(W)
4/8/2021;14:19:34.418; 1.3733E-07
4/8/2021;14:19:34.421; 1.3752E-07
4/8/2021;14:19:34.424; 1.3725E-07
4/8/2021;14:19:34.426; 1.374E-07
4/8/2021;14:19:34.429; 1.3686E-07
4/8/2021;14:19:34.432; 1.3741E-07
4/8/2021;14:19:34.434; 1.3735E-07
4/8/2021;14:19:34.438; 1.3706E-07
4/8/2021;14:19:34.440; 1.373E-07
4/8/2021;14:19:34.443; 1.3736E-07
4/8/2021;14:19:34.446; 1.3756E-07
4/8/2021;14:19:34.448; 1.3783E-07
4/8/2021;14:19:34.451; 1.3805E-07
4/8/2021;14:19:34.454; 1.3799E-07
4/8/2021;14:19:34.456; 1.381E-07
4/8/2021;14:19:34.459; 1.3796E-07
4/8/2021;14:19:34.462; 1.3818E-07
4/8/2021;14:19:34.464; 1.3814E-07
4/8/2021;14:19:34.467; 1.3868E-07
4/8/2021;14:19:34.470; 1.3843E-07
4/8/2021;14:19:34.472; 1.3824E-07
4/8/2021;14:19:34.475; 1.3789E-07
4/8/2021;14:19:34.478; 1.3808E-07
4/8/2021;14:19:34.480; 1.3759E-07
4/8/2021;14:19:34.483; 1.3733E-07
4/8/2021;14:19:34.486; 1.3738E-07
4/8/2021;14:19:34.488; 1.3684E-07
4/8/2021;14:19:34.491; 1.375E-07
4/8/2021;14:19:34.494; 1.3698E-07
4/8/2021;14:19:34.500; 1.373E-07
4/8/2021;14:19:34.502; 1.3669E-07
4/8/2021;14:19:34.505; 1.3662E-07
4/8/2021;14:19:34.507; 1.3635E-07
4/8/2021;14:19:34.510; 1.3661E-07
4/8/2021;14:19:34.512; 1.3667E-07
4/8/2021;14:19:34.515; 1.3655E-07
4/8/2021;14:19:34.518; 1.3675E-07
4/8/2021;14:19:34.520; 1.3637E-07
4/8/2021;14:19:34.523; 1.3604E-07
4/8/2021;14:19:34.526; 1.3641E-07
4/8/2021;14:19:34.528; 1.3668E-07
4/8/2021;14:19:34.531; 1.3691E-07
4/8/2021;14:19:34.534; 1.3688E-07
4/8/2021;14:19:34.536; 1.3669E-07
4/8/2021;14:19:34.539; 1.3709E-07
4/8/2021;14:19:34.542; 1.3665E-07
4/8/2021;14:19:34.546; 1.3714E-07
4/8/2021;14:19:34.548; 1.3684E-07
4/8/2021;14:19:34.551; 1.3769E-07
4/8/2021;14:19:34.553; 1.3722E-07
4/8/2021;14:19:34.558; 1.3788E-07
4/8/2021;14:19:34.561; 1.38E-07
4/8/2021;14:19:34.564; 1.3812E-07
4/8/2021;14:19:34.567; 1.3838E-07
4/8/2021;14:19:34.569; 1.3816E-07
4/8/2021;14:19:34.572; 1.3827E-07
4/8/2021;14:19:34.575; 1.3845E-07
4/8/2021;14:19:34.577; 1.385E-07
4/8/2021;14:19:34.580; 1.3857E-07
4/8/2021;14:19:34.583; 1.3839E-07
4/8/2021;14:19:34.585; 1.3822E-07
4/8/2021;14:19:34.588; 1.3784E-07
4/8/2021;14:19:34.591; 1.3831E-07
4/8/2021;14:19:34.593; 1.3803E-07
4/8/2021;14:19:34.598; 1.381E-07
4/8/2021;14:19:34.600; 1.384E-07
4/8/2021;14:19:34.603; 1.3771E-07
4/8/2021;14:19:34.605; 1.3785E-07
4/8/2021;14:19:34.608; 1.3744E-07
4/8/2021;14:19:34.611; 1.3772E-07
4/8/2021;14:19:34.613; 1.3696E-07
4/8/2021;14:19:34.616; 1.3762E-07
4/8/2021;14:19:34.619; 1.3694E-07
4/8/2021;14:19:34.621; 1.3751E-07
4/8/2021;14:19:34.624; 1.3718E-07
4/8/2021;14:19:34.627; 1.3744E-07
4/8/2021;14:19:34.629; 1.3735E-07
4/8/2021;14:19:34.632; 1.3743E-07
4/8/2021;14:19:34.635; 1.3729E-07
4/8/2021;14:19:34.638; 1.3725E-07
4/8/2021;14:19:34.640; 1.3742E-07
4/8/2021;14:19:34.643; 1.3676E-07
4/8/2021;14:19:34.647; 1.3732E-07
4/8/2021;14:19:34.649; 1.3657E-07
4/8/2021;14:19:34.652; 1.3721E-07
4/8/2021;14:19:34.655; 1.3646E-07
4/8/2021;14:19:34.657; 1.3702E-07
4/8/2021;14:19:34.660; 1.3661E-07
4/8/2021;14:19:34.663; 1.3635E-07
4/8/2021;14:19:34.666; 1.3663E-07
4/8/2021;14:19:34.668; 1.3659E-07
4/8/2021;14:19:34.671; 1.37E-07
4/8/2021;14:19:34.674; 1.3626E-07
4/8/2021;14:19:34.676; 1.3721E-07
4/8/2021;14:19:34.679; 1.3653E-07
4/8/2021;14:19:34.682; 1.3729E-07
4/8/2021;14:19:34.684; 1.369E-07
4/8/2021;14:19:34.687; 1.3749E-07
4/8/2021;14:19:34.690; 1.373E-07
4/8/2021;14:19:34.692; 1.3733E-07
4/8/2021;14:19:34.699; 1.3735E-07
4/8/2021;14:19:34.701; 1.3728E-07
4/8/2021;14:19:34.704; 1.3773E-07
4/8/2021;14:19:34.706; 1.3712E-07
4/8/2021;14:19:34.709; 1.3727E-07
4/8/2021;14:19:34.712; 1.3728E-07
4/8/2021;14:19:34.714; 1.3703E-07
4/8/2021;14:19:34.717; 1.3704E-07
4/8/2021;14:19:34.720; 1.3717E-07
4/8/2021;14:19:34.722; 1.3712E-07
4/8/2021;14:19:34.725; 1.3733E-07
4/8/2021;14:19:34.728; 1.3719E-07
4/8/2021;14:19:34.730; 1.3749E-07
4/8/2021;14:19:34.733; 1.3735E-07
4/8/2021;14:19:34.736; 1.3793E-07
4/8/2021;14:19:34.738; 1.3724E-07
4/8/2021;14:19:34.741; 1.38E-07
4/8/2021;14:19:34.744; 1.3751E-07
4/8/2021;14:19:34.746; 1.3809E-07
4/8/2021;14:19:34.749; 1.3813E-07
4/8/2021;14:19:34.752; 1.3818E-07
4/8/2021;14:19:34.754; 1.3847E-07
4/8/2021;14:19:34.757; 1.3831E-07
4/8/2021;14:19:34.760; 1.3845E-07
4/8/2021;14:19:34.762; 1.3811E-07
4/8/2021;14:19:34.766; 1.3866E-07
4/8/2021;14:19:34.770; 1.3803E-07
4/8/2021;14:19:34.773; 1.3842E-07
4/8/2021;14:19:34.775; 1.3798E-07
4/8/2021;14:19:34.778; 1.3791E-07
4/8/2021;14:19:34.781; 1.3789E-07
4/8/2021;14:19:34.783; 1.383E-07
4/8/2021;14:19:34.786; 1.3831E-07
4/8/2021;14:19:34.789; 1.3809E-07
4/8/2021;14:19:34.791; 1.3806E-07
4/8/2021;14:19:34.794; 1.3746E-07
4/8/2021;14:19:34.798; 1.3807E-07
4/8/2021;14:19:34.801; 1.3785E-07
4/8/2021;14:19:34.803; 1.3815E-07
4/8/2021;14:19:34.806; 1.3807E-07
4/8/2021;14:19:34.811; 1.3762E-07
4/8/2021;14:19:34.813; 1.3688E-07
4/8/2021;14:19:34.816; 1.3659E-07
4/8/2021;14:19:34.819; 1.3714E-07
4/8/2021;14:19:34.821; 1.3686E-07
4/8/2021;14:19:34.824; 1.3713E-07
4/8/2021;14:19:34.827; 1.3689E-07
4/8/2021;14:19:34.829; 1.3681E-07
4/8/2021;14:19:34.832; 1.3635E-07
4/8/2021;14:19:34.835; 1.3602E-07
4/8/2021;14:19:34.837; 1.3662E-07
4/8/2021;14:19:34.840; 1.3654E-07
4/8/2021;14:19:34.843; 1.3644E-07
4/8/2021;14:19:34.846; 1.3595E-07
4/8/2021;14:19:34.849; 1.365E-07
4/8/2021;14:19:34.852; 1.3651E-07
4/8/2021;14:19:34.854; 1.3654E-07
4/8/2021;14:19:34.858; 1.3668E-07
4/8/2021;14:19:34.860; 1.3672E-07
4/8/2021;14:19:34.863; 1.368E-07
4/8/2021;14:19:34.866; 1.365E-07
4/8/2021;14:19:34.868; 1.3675E-07
4/8/2021;14:19:34.871; 1.3654E-07
4/8/2021;14:19:34.874; 1.3664E-07
4/8/2021;14:19:34.876; 1.3596E-07
4/8/2021;14:19:34.879; 1.3645E-07
4/8/2021;14:19:34.882; 1.3626E-07
4/8/2021;14:19:34.884; 1.3615E-07
4/8/2021;14:19:34.887; 1.3639E-07
4/8/2021;14:19:34.890; 1.3664E-07
4/8/2021;14:19:34.892; 1.3698E-07
4/8/2021;14:19:34.898; 1.368E-07
4/8/2021;14:19:34.900; 1.3756E-07
4/8/2021;14:19:34.903; 1.3751E-07
4/8/2021;14:19:34.906; 1.3782E-07
4/8/2021;14:19:34.908; 1.3774E-07
4/8/2021;14:19:34.911; 1.3775E-07
4/8/2021;14:19:34.914; 1.377E-07
4/8/2021;14:19:34.916; 1.3766E-07
4/8/2021;14:19:34.919; 1.3765E-07
4/8/2021;14:19:34.922; 1.3776E-07
4/8/2021;14:19:34.924; 1.379E-07
4/8/2021;14:19:34.927; 1.3766E-07
4/8/2021;14:19:34.930; 1.3811E-07
4/8/2021;14:19:34.932; 1.3802E-07
4/8/2021;14:19:34.935; 1.3767E-07
4/8/2021;14:19:34.938; 1.3725E-07
4/8/2021;14:19:34.940; 1.3775E-07
4/8/2021;14:19:34.945; 1.3753E-07
4/8/2021;14:19:34.947; 1.3755E-07
4/8/2021;14:19:34.950; 1.3695E-07
4/8/2021;14:19:34.952; 1.3727E-07
4/8/2021;14:19:34.955; 1.3686E-07
4/8/2021;14:19:34.958; 1.368E-07
4/8/2021;14:19:34.960; 1.3719E-07
4/8/2021;14:19:34.963; 1.3705E-07
4/8/2021;14:19:34.966; 1.3727E-07
4/8/2021;14:19:34.968; 1.3669E-07
4/8/2021;14:19:34.971; 1.3744E-07
4/8/2021;14:19:34.974; 1.3713E-07
4/8/2021;14:19:34.976; 1.3791E-07
4/8/2021;14:19:34.979; 1.3749E-07
4/8/2021;14:19:34.982; 1.3797E-07
4/8/2021;14:19:34.984; 1.3801E-07
4/8/2021;14:19:34.987; 1.3721E-07
4/8/2021;14:19:34.990; 1.3765E-07
4/8/2021;14:19:34.992; 1.3752E-07
4/8/2021;14:19:34.996; 1.3797E-07
4/8/2021;14:19:34.999; 1.375E-07
4/8/2021;14:19:35.001; 1.3818E-07
4/8/2021;14:19:35.004; 1.3734E-07
4/8/2021;14:19:35.007; 1.3757E-07
4/8/2021;14:19:35.009; 1.3719E-07
4/8/2021;14:19:35.012; 1.3675E-07
4/8/2021;14:19:35.015; 1.3735E-07
4/8/2021;14:19:35.017; 1.3697E-07
4/8/2021;14:19:35.020; 1.3744E-07
4/8/2021;14:19:35.023; 1.3691E-07
4/8/2021;14:19:35.026; 1.3708E-07
4/8/2021;14:19:35.028; 1.3653E-07
4/8/2021;14:19:35.031; 1.3679E-07
4/8/2021;14:19:35.034; 1.368E-07
4/8/2021;14:19:35.036; 1.3677E-07
4/8/2021;14:19:35.039; 1.373E-07
4/8/2021;14:19:35.042; 1.37E-07
4/8/2021;14:19:35.044; 1.3754E-07
4/8/2021;14:19:35.047; 1.3755E-07
4/8/2021;14:19:35.050; 1.3811E-07
4/8/2021;14:19:35.053; 1.3792E-07
4/8/2021;14:19:35.055; 1.3775E-07
4/8/2021;14:19:35.058; 1.3818E-07
4/8/2021;14:19:35.062; 1.3762E-07
4/8/2021;14:19:35.065; 1.3792E-07
4/8/2021;14:19:35.068; 1.3751E-07
4/8/2021;14:19:35.070; 1.3787E-07
4/8/2021;14:19:35.073; 1.3711E-07
4/8/2021;14:19:35.076; 1.3722E-07
4/8/2021;14:19:35.078; 1.3654E-07
4/8/2021;14:19:35.081; 1.3697E-07
4/8/2021;14:19:35.084; 1.368E-07
4/8/2021;14:19:35.086; 1.3674E-07
4/8/2021;14:19:35.089; 1.3716E-07
4/8/2021;14:19:35.092; 1.3709E-07
4/8/2021;14:19:35.098; 1.3691E-07
4/8/2021;14:19:35.100; 1.3697E-07
4/8/2021;14:19:35.103; 1.3707E-07
4/8/2021;14:19:35.106; 1.3649E-07
4/8/2021;14:19:35.108; 1.3669E-07
4/8/2021;14:19:35.111; 1.3652E-07
4/8/2021;14:19:35.114; 1.3691E-07
4/8/2021;14:19:35.116; 1.3678E-07
4/8/2021;14:19:35.119; 1.366E-07
4/8/2021;14:19:35.122; 1.3672E-07
4/8/2021;14:19:35.124; 1.3691E-07
4/8/2021;14:19:35.127; 1.3653E-07
4/8/2021;14:19:35.130; 1.3658E-07
4/8/2021;14:19:35.132; 1.3665E-07
4/8/2021;14:19:35.135; 1.3708E-07
4/8/2021;14:19:35.138; 1.3667E-07
4/8/2021;14:19:35.140; 1.3732E-07
4/8/2021;14:19:35.143; 1.3681E-07
4/8/2021;14:19:35.147; 1.3691E-07
4/8/2021;14:19:35.150; 1.3653E-07
4/8/2021;14:19:35.153; 1.3648E-07
4/8/2021;14:19:35.155; 1.3633E-07
4/8/2021;14:19:35.158; 1.3658E-07
4/8/2021;14:19:35.161; 1.3661E-07
4/8/2021;14:19:35.163; 1.368E-07
4/8/2021;14:19:35.166; 1.3664E-07
4/8/2021;14:19:35.169; 1.364E-07
4/8/2021;14:19:35.171; 1.3671E-07
4/8/2021;14:19:35.174; 1.3653E-07
4/8/2021;14:19:35.177; 1.3708E-07
4/8/2021;14:19:35.179; 1.3682E-07
4/8/2021;14:19:35.182; 1.3757E-07
4/8/2021;14:19:35.185; 1.3729E-07
4/8/2021;14:19:35.187; 1.379E-07
4/8/2021;14:19:35.190; 1.3729E-07
4/8/2021;14:19:35.193; 1.3771E-07
4/8/2021;14:19:35.198; 1.3766E-07
4/8/2021;14:19:35.200; 1.3775E-07
4/8/2021;14:19:35.203; 1.3796E-07
4/8/2021;14:19:35.205; 1.3765E-07
4/8/2021;14:19:35.208; 1.3812E-07
4/8/2021;14:19:35.211; 1.3772E-07
4/8/2021;14:19:35.213; 1.3798E-07
4/8/2021;14:19:35.216; 1.3766E-07
4/8/2021;14:19:35.219; 1.379E-07
4/8/2021;14:19:35.221; 1.3772E-07
4/8/2021;14:19:35.224; 1.3765E-07
4/8/2021;14:19:35.227; 1.375E-07
4/8/2021;14:19:35.229; 1.3782E-07
4/8/2021;14:19:35.232; 1.3796E-07
4/8/2021;14:19:35.235; 1.3822E-07
4/8/2021;14:19:35.237; 1.3824E-07
4/8/2021;14:19:35.240; 1.3833E-07
4/8/2021;14:19:35.243; 1.3804E-07
4/8/2021;14:19:35.247; 1.3785E-07
4/8/2021;14:19:35.249; 1.3803E-07
4/8/2021;14:19:35.252; 1.3774E-07
4/8/2021;14:19:35.254; 1.3777E-07
4/8/2021;14:19:35.257; 1.3754E-07
4/8/2021;14:19:35.260; 1.3723E-07
4/8/2021;14:19:35.262; 1.3668E-07
4/8/2021;14:19:35.265; 1.3638E-07
4/8/2021;14:19:35.268; 1.3611E-07
4/8/2021;14:19:35.270; 1.3669E-07
4/8/2021;14:19:35.273; 1.3667E-07
4/8/2021;14:19:35.276; 1.3695E-07
4/8/2021;14:19:35.278; 1.3723E-07
4/8/2021;14:19:35.281; 1.375E-07
4/8/2021;14:19:35.284; 1.3718E-07
4/8/2021;14:19:35.287; 1.3746E-07
4/8/2021;14:19:35.289; 1.3764E-07
4/8/2021;14:19:35.292; 1.3785E-07
4/8/2021;14:19:35.298; 1.3789E-07
4/8/2021;14:19:35.301; 1.3735E-07
4/8/2021;14:19:35.303; 1.3752E-07
4/8/2021;14:19:35.306; 1.3727E-07
4/8/2021;14:19:35.309; 1.3704E-07
4/8/2021;14:19:35.311; 1.371E-07
4/8/2021;14:19:35.316; 1.3729E-07
4/8/2021;14:19:35.319; 1.3716E-07
4/8/2021;14:19:35.321; 1.371E-07
4/8/2021;14:19:35.324; 1.3739E-07
4/8/2021;14:19:35.327; 1.3745E-07
4/8/2021;14:19:35.329; 1.3795E-07
4/8/2021;14:19:35.332; 1.374E-07
4/8/2021;14:19:35.335; 1.3775E-07
4/8/2021;14:19:35.337; 1.3755E-07
4/8/2021;14:19:35.340; 1.3754E-07
4/8/2021;14:19:35.343; 1.3733E-07
4/8/2021;14:19:35.345; 1.3744E-07
4/8/2021;14:19:35.348; 1.3754E-07
4/8/2021;14:19:35.351; 1.372E-07
4/8/2021;14:19:35.353; 1.3746E-07
4/8/2021;14:19:35.356; 1.3703E-07
4/8/2021;14:19:35.359; 1.3793E-07
4/8/2021;14:19:35.361; 1.3767E-07
4/8/2021;14:19:35.364; 1.3828E-07
4/8/2021;14:19:35.367; 1.3798E-07
4/8/2021;14:19:35.369; 1.3839E-07
4/8/2021;14:19:35.372; 1.3848E-07
4/8/2021;14:19:35.375; 1.385E-07
4/8/2021;14:19:35.377; 1.3853E-07
4/8/2021;14:19:35.380; 1.3809E-07
4/8/2021;14:19:35.383; 1.3832E-07
4/8/2021;14:19:35.385; 1.3771E-07
4/8/2021;14:19:35.388; 1.3766E-07
4/8/2021;14:19:35.391; 1.3729E-07
4/8/2021;14:19:35.393; 1.37E-07
4/8/2021;14:19:35.397; 1.3736E-07
4/8/2021;14:19:35.400; 1.372E-07
4/8/2021;14:19:35.403; 1.3737E-07
4/8/2021;14:19:35.407; 1.3737E-07
4/8/2021;14:19:35.410; 1.3791E-07
4/8/2021;14:19:35.413; 1.3768E-07
4/8/2021;14:19:35.416; 1.3775E-07
4/8/2021;14:19:35.418; 1.377E-07
4/8/2021;14:19:35.421; 1.3793E-07
4/8/2021;14:19:35.424; 1.3812E-07
4/8/2021;14:19:35.426; 1.38E-07
4/8/2021;14:19:35.429; 1.3778E-07
4/8/2021;14:19:35.432; 1.3777E-07
4/8/2021;14:19:35.434; 1.3726E-07
4/8/2021;14:19:35.438; 1.3686E-07
4/8/2021;14:19:35.441; 1.3677E-07
4/8/2021;14:19:35.443; 1.3679E-07
4/8/2021;14:19:35.447; 1.3658E-07
4/8/2021;14:19:35.450; 1.3638E-07
4/8/2021;14:19:35.452; 1.3635E-07
4/8/2021;14:19:35.455; 1.3582E-07
4/8/2021;14:19:35.458; 1.3636E-07
4/8/2021;14:19:35.460; 1.3611E-07
4/8/2021;14:19:35.463; 1.3651E-07
4/8/2021;14:19:35.466; 1.3659E-07
4/8/2021;14:19:35.468; 1.3654E-07
4/8/2021;14:19:35.471; 1.3714E-07
4/8/2021;14:19:35.474; 1.3729E-07
4/8/2021;14:19:35.476; 1.3771E-07
4/8/2021;14:19:35.479; 1.375E-07
4/8/2021;14:19:35.482; 1.3768E-07
4/8/2021;14:19:35.484; 1.3707E-07
4/8/2021;14:19:35.487; 1.3702E-07
4/8/2021;14:19:35.490; 1.37E-07
4/8/2021;14:19:35.492; 1.3718E-07
4/8/2021;14:19:35.499; 1.3782E-07
4/8/2021;14:19:35.501; 1.3708E-07
4/8/2021;14:19:35.504; 1.3714E-07
4/8/2021;14:19:35.507; 1.3703E-07
4/8/2021;14:19:35.509; 1.3757E-07
4/8/2021;14:19:35.512; 1.3746E-07
4/8/2021;14:19:35.515; 1.3733E-07
4/8/2021;14:19:35.517; 1.3716E-07
4/8/2021;14:19:35.520; 1.3757E-07
4/8/2021;14:19:35.523; 1.3724E-07
4/8/2021;14:19:35.525; 1.3705E-07
4/8/2021;14:19:35.528; 1.369E-07
4/8/2021;14:19:35.531; 1.3683E-07
4/8/2021;14:19:35.533; 1.3621E-07
4/8/2021;14:19:35.536; 1.3593E-07
4/8/2021;14:19:35.540; 1.362E-07
4/8/2021;14:19:35.542; 1.3669E-07
4/8/2021;14:19:35.546; 1.3703E-07
4/8/2021;14:19:35.549; 1.3662E-07
4/8/2021;14:19:35.551; 1.3683E-07
4/8/2021;14:19:35.554; 1.3656E-07
4/8/2021;14:19:35.557; 1.3673E-07
4/8/2021;14:19:35.559; 1.3659E-07
4/8/2021;14:19:35.562; 1.3737E-07
4/8/2021;14:19:35.565; 1.3755E-07
4/8/2021;14:19:35.569; 1.3763E-07
4/8/2021;14:19:35.572; 1.3781E-07
4/8/2021;14:19:35.575; 1.3782E-07
4/8/2021;14:19:35.577; 1.3798E-07
4/8/2021;14:19:35.580; 1.3746E-07
4/8/2021;14:19:35.583; 1.3729E-07
4/8/2021;14:19:35.585; 1.3752E-07
4/8/2021;14:19:35.588; 1.3751E-07
4/8/2021;14:19:35.591; 1.3716E-07
4/8/2021;14:19:35.593; 1.3675E-07
4/8/2021;14:19:35.597; 1.3673E-07
4/8/2021;14:19:35.600; 1.3656E-07
4/8/2021;14:19:35.603; 1.3674E-07
4/8/2021;14:19:35.605; 1.3648E-07
4/8/2021;14:19:35.608; 1.3752E-07
4/8/2021;14:19:35.611; 1.3761E-07
4/8/2021;14:19:35.613; 1.3763E-07
4/8/2021;14:19:35.616; 1.375E-07
4/8/2021;14:19:35.619; 1.3776E-07
4/8/2021;14:19:35.621; 1.3798E-07
4/8/2021;14:19:35.624; 1.3795E-07
4/8/2021;14:19:35.627; 1.3783E-07
4/8/2021;14:19:35.630; 1.3728E-07
4/8/2021;14:19:35.632; 1.38E-07
4/8/2021;14:19:35.635; 1.3722E-07
4/8/2021;14:19:35.638; 1.3741E-07
4/8/2021;14:19:35.640; 1.3746E-07
4/8/2021;14:19:35.643; 1.3776E-07
4/8/2021;14:19:35.646; 1.3692E-07
4/8/2021;14:19:35.648; 1.3749E-07
4/8/2021;14:19:35.651; 1.3751E-07
4/8/2021;14:19:35.654; 1.3784E-07
4/8/2021;14:19:35.656; 1.3787E-07
4/8/2021;14:19:35.659; 1.3724E-07
4/8/2021;14:19:35.662; 1.3781E-07
4/8/2021;14:19:35.664; 1.3735E-07
4/8/2021;14:19:35.667; 1.376E-07
4/8/2021;14:19:35.670; 1.3743E-07
4/8/2021;14:19:35.672; 1.3824E-07
4/8/2021;14:19:35.675; 1.378E-07
4/8/2021;14:19:35.678; 1.3755E-07
4/8/2021;14:19:35.680; 1.3769E-07
4/8/2021;14:19:35.683; 1.3747E-07
4/8/2021;14:19:35.686; 1.3803E-07
4/8/2021;14:19:35.688; 1.3749E-07
4/8/2021;14:19:35.691; 1.3785E-07
4/8/2021;14:19:35.694; 1.3732E-07
4/8/2021;14:19:35.700; 1.3752E-07
4/8/2021;14:19:35.702; 1.3708E-07
4/8/2021;14:19:35.705; 1.3757E-07
4/8/2021;14:19:35.708; 1.3754E-07
4/8/2021;14:19:35.711; 1.3729E-07
4/8/2021;14:19:35.714; 1.3739E-07
4/8/2021;14:19:35.716; 1.3745E-07
4/8/2021;14:19:35.719; 1.373E-07
4/8/2021;14:19:35.722; 1.377E-07
4/8/2021;14:19:35.724; 1.3746E-07
4/8/2021;14:19:35.727; 1.3752E-07
4/8/2021;14:19:35.730; 1.3768E-07
4/8/2021;14:19:35.732; 1.3729E-07
4/8/2021;14:19:35.735; 1.3721E-07
4/8/2021;14:19:35.738; 1.3736E-07
4/8/2021;14:19:35.740; 1.3773E-07
4/8/2021;14:19:35.743; 1.3737E-07
4/8/2021;14:19:35.747; 1.3765E-07
4/8/2021;14:19:35.749; 1.3784E-07
4/8/2021;14:19:35.752; 1.382E-07
4/8/2021;14:19:35.755; 1.38E-07
4/8/2021;14:19:35.757; 1.3764E-07
4/8/2021;14:19:35.760; 1.3782E-07
4/8/2021;14:19:35.763; 1.3776E-07
4/8/2021;14:19:35.765; 1.371E-07
4/8/2021;14:19:35.768; 1.3699E-07
4/8/2021;14:19:35.771; 1.3694E-07
4/8/2021;14:19:35.773; 1.3729E-07
4/8/2021;14:19:35.776; 1.3665E-07
4/8/2021;14:19:35.779; 1.3686E-07
4/8/2021;14:19:35.781; 1.3679E-07
4/8/2021;14:19:35.784; 1.3738E-07
4/8/2021;14:19:35.787; 1.3701E-07
4/8/2021;14:19:35.789; 1.3742E-07
4/8/2021;14:19:35.794; 1.3734E-07
4/8/2021;14:19:35.799; 1.3769E-07
4/8/2021;14:19:35.801; 1.3803E-07
4/8/2021;14:19:35.804; 1.376E-07
4/8/2021;14:19:35.807; 1.3831E-07
4/8/2021;14:19:35.809; 1.378E-07
4/8/2021;14:19:35.812; 1.3844E-07
4/8/2021;14:19:35.815; 1.3773E-07
4/8/2021;14:19:35.817; 1.3785E-07
4/8/2021;14:19:35.822; 1.3776E-07
4/8/2021;14:19:35.824; 1.3875E-07
4/8/2021;14:19:35.827; 1.3837E-07
4/8/2021;14:19:35.830; 1.3805E-07
4/8/2021;14:19:35.833; 1.381E-07
4/8/2021;14:19:35.835; 1.3726E-07
4/8/2021;14:19:35.838; 1.3781E-07
4/8/2021;14:19:35.840; 1.3729E-07
4/8/2021;14:19:35.843; 1.3816E-07
4/8/2021;14:19:35.847; 1.3804E-07
4/8/2021;14:19:35.849; 1.3791E-07
4/8/2021;14:19:35.852; 1.3694E-07
4/8/2021;14:19:35.855; 1.376E-07
4/8/2021;14:19:35.858; 1.3732E-07
4/8/2021;14:19:35.860; 1.3744E-07
4/8/2021;14:19:35.863; 1.3748E-07
4/8/2021;14:19:35.865; 1.3741E-07
4/8/2021;14:19:35.868; 1.3764E-07
4/8/2021;14:19:35.871; 1.3719E-07
4/8/2021;14:19:35.873; 1.3752E-07
4/8/2021;14:19:35.876; 1.3738E-07
4/8/2021;14:19:35.879; 1.3819E-07
4/8/2021;14:19:35.882; 1.3734E-07
4/8/2021;14:19:35.884; 1.3786E-07
4/8/2021;14:19:35.887; 1.3758E-07
4/8/2021;14:19:35.890; 1.3804E-07
4/8/2021;14:19:35.892; 1.3817E-07
4/8/2021;14:19:35.899; 1.3793E-07
4/8/2021;14:19:35.901; 1.3767E-07
4/8/2021;14:19:35.904; 1.3767E-07
4/8/2021;14:19:35.906; 1.3797E-07
4/8/2021;14:19:35.909; 1.3732E-07
4/8/2021;14:19:35.912; 1.3783E-07
4/8/2021;14:19:35.914; 1.3775E-07
4/8/2021;14:19:35.917; 1.3785E-07
4/8/2021;14:19:35.920; 1.3763E-07
4/8/2021;14:19:35.923; 1.3737E-07
4/8/2021;14:19:35.926; 1.374E-07
4/8/2021;14:19:35.929; 1.3736E-07
4/8/2021;14:19:35.931; 1.3709E-07
4/8/2021;14:19:35.934; 1.3696E-07
4/8/2021;14:19:35.937; 1.3722E-07
4/8/2021;14:19:35.939; 1.3686E-07
4/8/2021;14:19:35.942; 1.3644E-07
4/8/2021;14:19:35.945; 1.3641E-07
4/8/2021;14:19:35.947; 1.3651E-07
4/8/2021;14:19:35.950; 1.3652E-07
4/8/2021;14:19:35.953; 1.3683E-07
4/8/2021;14:19:35.955; 1.3697E-07
4/8/2021;14:19:35.958; 1.3667E-07
4/8/2021;14:19:35.961; 1.3645E-07
4/8/2021;14:19:35.963; 1.3669E-07
4/8/2021;14:19:35.966; 1.3683E-07
4/8/2021;14:19:35.969; 1.3738E-07
4/8/2021;14:19:35.971; 1.3727E-07
4/8/2021;14:19:35.974; 1.3739E-07
4/8/2021;14:19:35.977; 1.376E-07
4/8/2021;14:19:35.979; 1.3759E-07
4/8/2021;14:19:35.982; 1.3788E-07
4/8/2021;14:19:35.985; 1.3809E-07
4/8/2021;14:19:35.987; 1.3845E-07
4/8/2021;14:19:35.990; 1.3814E-07
4/8/2021;14:19:35.993; 1.3817E-07
4/8/2021;14:19:35.997; 1.3737E-07
4/8/2021;14:19:35.999; 1.3812E-07
4/8/2021;14:19:36.002; 1.3753E-07
4/8/2021;14:19:36.004; 1.3769E-07
4/8/2021;14:19:36.007; 1.3713E-07
4/8/2021;14:19:36.010; 1.3712E-07
4/8/2021;14:19:36.012; 1.3714E-07
4/8/2021;14:19:36.015; 1.3672E-07
4/8/2021;14:19:36.018; 1.3716E-07
4/8/2021;14:19:36.020; 1.3701E-07
4/8/2021;14:19:36.023; 1.3794E-07
4/8/2021;14:19:36.026; 1.3722E-07
4/8/2021;14:19:36.028; 1.3798E-07
4/8/2021;14:19:36.031; 1.371E-07
4/8/2021;14:19:36.034; 1.3743E-07
4/8/2021;14:19:36.036; 1.3708E-07
4/8/2021;14:19:36.039; 1.3742E-07
4/8/2021;14:19:36.042; 1.3755E-07
